country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline
Indonesia,East Nusa Tenggara,2020-10-16,-5
Indonesia,East Nusa Tenggara,2020-10-17,-2
Indonesia,East Nusa Tenggara,2020-10-18,-9
Indonesia,East Nusa Tenggara,2020-10-19,-4
Indonesia,East Nusa Tenggara,2020-10-20,-4
Indonesia,East Nusa Tenggara,2020-10-21,-2
Indonesia,East Nusa Tenggara,2020-10-22,-2
Indonesia,East Nusa Tenggara,2020-10-23,-4
Indonesia,East Nusa Tenggara,2020-10-24,0
Indonesia,East Nusa Tenggara,2020-10-25,-7
Indonesia,East Nusa Tenggara,2020-10-26,-1
Indonesia,East Nusa Tenggara,2020-10-27,0
Indonesia,East Nusa Tenggara,2020-10-28,-1
Indonesia,East Nusa Tenggara,2020-10-29,-7
Indonesia,East Nusa Tenggara,2020-10-30,-8
Indonesia,East Nusa Tenggara,2020-10-31,-7
Indonesia,East Nusa Tenggara,2020-11-01,-6
Indonesia,East Nusa Tenggara,2020-11-02,-2
Indonesia,East Nusa Tenggara,2020-11-03,1
Indonesia,East Nusa Tenggara,2020-11-04,0
Indonesia,East Nusa Tenggara,2020-11-05,0
Indonesia,East Nusa Tenggara,2020-11-06,-3
Indonesia,East Nusa Tenggara,2020-11-07,1
Indonesia,East Nusa Tenggara,2020-11-08,-3
Indonesia,East Nusa Tenggara,2020-11-09,-2
Indonesia,East Nusa Tenggara,2020-11-10,-2
Indonesia,East Nusa Tenggara,2020-11-11,-3
Indonesia,East Nusa Tenggara,2020-11-12,1
Indonesia,East Nusa Tenggara,2020-11-13,-1
Indonesia,East Nusa Tenggara,2020-11-14,1
Indonesia,East Nusa Tenggara,2020-11-15,-5
Indonesia,East Nusa Tenggara,2020-11-16,-2
Indonesia,East Nusa Tenggara,2020-11-17,-3
Indonesia,East Nusa Tenggara,2020-11-18,-2
Indonesia,East Nusa Tenggara,2020-11-19,-1
Indonesia,East Nusa Tenggara,2020-11-20,-3
Indonesia,East Nusa Tenggara,2020-11-21,-1
Indonesia,East Nusa Tenggara,2020-11-22,-8
Indonesia,East Nusa Tenggara,2020-11-23,-6
Indonesia,East Nusa Tenggara,2020-11-24,-4
Indonesia,East Nusa Tenggara,2020-11-25,-2
Indonesia,East Nusa Tenggara,2020-11-26,-2
Indonesia,East Nusa Tenggara,2020-11-27,-4
Indonesia,East Nusa Tenggara,2020-11-28,-3
Indonesia,East Nusa Tenggara,2020-11-29,-3
Indonesia,East Nusa Tenggara,2020-11-30,-8
Indonesia,East Nusa Tenggara,2020-12-01,1
Indonesia,East Nusa Tenggara,2020-12-02,-5
Indonesia,East Nusa Tenggara,2020-12-03,-1
Indonesia,East Nusa Tenggara,2020-12-04,0
Indonesia,East Nusa Tenggara,2020-12-05,-2
Indonesia,East Nusa Tenggara,2020-12-06,-12
Indonesia,East Nusa Tenggara,2020-12-07,3
Indonesia,East Nusa Tenggara,2020-12-08,0
Indonesia,East Nusa Tenggara,2020-12-09,-4
Indonesia,East Nusa Tenggara,2020-12-10,0
Indonesia,East Nusa Tenggara,2020-12-11,4
Indonesia,East Nusa Tenggara,2020-12-12,1
Indonesia,East Nusa Tenggara,2020-12-13,-1
Indonesia,East Nusa Tenggara,2020-12-14,-2
Indonesia,East Nusa Tenggara,2020-12-15,3
Indonesia,East Nusa Tenggara,2020-12-16,8
Indonesia,East Nusa Tenggara,2020-12-17,7
Indonesia,East Nusa Tenggara,2020-12-18,9
Indonesia,East Nusa Tenggara,2020-12-19,12
Indonesia,East Nusa Tenggara,2020-12-20,8
Indonesia,East Nusa Tenggara,2020-12-21,14
Indonesia,East Nusa Tenggara,2020-12-22,12
Indonesia,East Nusa Tenggara,2020-12-23,25
Indonesia,East Nusa Tenggara,2020-12-24,-2
Indonesia,East Nusa Tenggara,2020-12-25,-36
Indonesia,East Nusa Tenggara,2020-12-26,-16
Indonesia,East Nusa Tenggara,2020-12-27,-5
Indonesia,East Nusa Tenggara,2020-12-28,2
Indonesia,East Nusa Tenggara,2020-12-29,-2
Indonesia,East Nusa Tenggara,2020-12-30,3
Indonesia,East Nusa Tenggara,2020-12-31,-13
Indonesia,East Nusa Tenggara,2021-01-01,-43
Indonesia,East Nusa Tenggara,2021-01-02,-18
Indonesia,East Nusa Tenggara,2021-01-03,-8
Indonesia,East Nusa Tenggara,2021-01-04,-2
Indonesia,East Nusa Tenggara,2021-01-05,-7
Indonesia,East Nusa Tenggara,2021-01-06,-4
Indonesia,East Nusa Tenggara,2021-01-07,-6
Indonesia,East Nusa Tenggara,2021-01-08,-9
Indonesia,East Nusa Tenggara,2021-01-09,-13
Indonesia,East Nusa Tenggara,2021-01-10,-10
Indonesia,East Nusa Tenggara,2021-01-11,-4
Indonesia,East Nusa Tenggara,2021-01-12,-9
Indonesia,East Nusa Tenggara,2021-01-13,-14
Indonesia,East Nusa Tenggara,2021-01-14,-22
Indonesia,East Nusa Tenggara,2021-01-15,-29
Indonesia,East Nusa Tenggara,2021-01-16,-34
Indonesia,East Nusa Tenggara,2021-01-17,-34
Indonesia,East Nusa Tenggara,2021-01-18,-28
Indonesia,East Nusa Tenggara,2021-01-19,-30
Indonesia,East Nusa Tenggara,2021-01-20,-27
Indonesia,East Nusa Tenggara,2021-01-21,-26
Indonesia,East Nusa Tenggara,2021-01-22,-29
Indonesia,East Nusa Tenggara,2021-01-23,-31
Indonesia,East Nusa Tenggara,2021-01-24,-35
Indonesia,East Nusa Tenggara,2021-01-25,-32
Indonesia,East Nusa Tenggara,2021-01-26,-29
Indonesia,East Nusa Tenggara,2021-01-27,-28
Indonesia,East Nusa Tenggara,2021-01-28,-31
Indonesia,East Nusa Tenggara,2021-01-29,-33
Indonesia,East Nusa Tenggara,2021-01-30,-40
Indonesia,East Nusa Tenggara,2021-01-31,-42
Indonesia,East Nusa Tenggara,2021-02-01,-30
Indonesia,East Nusa Tenggara,2021-02-02,-30
Indonesia,East Nusa Tenggara,2021-02-03,-33
Indonesia,East Nusa Tenggara,2021-02-04,-36
Indonesia,East Nusa Tenggara,2021-02-05,-32
Indonesia,East Nusa Tenggara,2021-02-06,-29
Indonesia,East Nusa Tenggara,2021-02-07,-34
Indonesia,East Nusa Tenggara,2021-02-08,-29
Indonesia,East Nusa Tenggara,2021-02-09,-27
Indonesia,East Nusa Tenggara,2021-02-10,-27
Indonesia,East Nusa Tenggara,2021-02-11,-25
Indonesia,East Nusa Tenggara,2021-02-12,-37
Indonesia,East Nusa Tenggara,2021-02-13,-31
Indonesia,East Nusa Tenggara,2021-02-14,-31
Indonesia,East Nusa Tenggara,2021-02-15,-27
Indonesia,East Nusa Tenggara,2021-02-16,-27
Indonesia,East Nusa Tenggara,2021-02-17,-29
Indonesia,East Nusa Tenggara,2021-02-18,-30
Indonesia,East Nusa Tenggara,2021-02-19,-30
Indonesia,East Nusa Tenggara,2021-02-20,-35
Indonesia,East Nusa Tenggara,2021-02-21,-33
Indonesia,East Nusa Tenggara,2021-02-22,-27
Indonesia,East Nusa Tenggara,2021-02-23,-25
Indonesia,East Nusa Tenggara,2021-02-24,-30
Indonesia,East Nusa Tenggara,2021-02-25,-25
Indonesia,East Nusa Tenggara,2021-02-26,-28
Indonesia,East Nusa Tenggara,2021-02-27,-21
Indonesia,East Nusa Tenggara,2021-02-28,-25
Indonesia,East Nusa Tenggara,2021-03-01,-22
Indonesia,East Nusa Tenggara,2021-03-02,-18
Indonesia,East Nusa Tenggara,2021-03-03,-18
Indonesia,East Nusa Tenggara,2021-03-04,-20
Indonesia,East Nusa Tenggara,2021-03-05,-19
Indonesia,East Nusa Tenggara,2021-03-06,-18
Indonesia,East Nusa Tenggara,2021-03-07,-24
Indonesia,East Nusa Tenggara,2021-03-08,-19
Indonesia,East Nusa Tenggara,2021-03-09,-21
Indonesia,East Nusa Tenggara,2021-03-10,-22
Indonesia,East Nusa Tenggara,2021-03-11,-28
Indonesia,East Nusa Tenggara,2021-03-12,-23
Indonesia,East Nusa Tenggara,2021-03-13,-18
Indonesia,East Nusa Tenggara,2021-03-14,-24
Indonesia,East Nusa Tenggara,2021-03-15,-22
Indonesia,East Nusa Tenggara,2021-03-16,-18
Indonesia,East Nusa Tenggara,2021-03-17,-22
Indonesia,East Nusa Tenggara,2021-03-18,-16
Indonesia,East Nusa Tenggara,2021-03-19,-19
Indonesia,East Nusa Tenggara,2021-03-20,-14
Indonesia,East Nusa Tenggara,2021-03-21,-23
Indonesia,East Nusa Tenggara,2021-03-22,-16
Indonesia,East Nusa Tenggara,2021-03-23,-17
Indonesia,East Nusa Tenggara,2021-03-24,-17
Indonesia,East Nusa Tenggara,2021-03-25,-15
Indonesia,East Nusa Tenggara,2021-03-26,-14
Indonesia,East Nusa Tenggara,2021-03-27,-12
Indonesia,East Nusa Tenggara,2021-03-28,-22
Indonesia,East Nusa Tenggara,2021-03-29,-19
Indonesia,East Nusa Tenggara,2021-03-30,-18
Indonesia,East Nusa Tenggara,2021-03-31,-13
Indonesia,East Nusa Tenggara,2021-04-01,-18
Indonesia,East Nusa Tenggara,2021-04-02,-37
Indonesia,East Nusa Tenggara,2021-04-03,-42
Indonesia,East Nusa Tenggara,2021-04-04,-58
Indonesia,East Nusa Tenggara,2021-04-05,-57
Indonesia,East Nusa Tenggara,2021-04-06,-38
Indonesia,East Nusa Tenggara,2021-04-07,-34
Indonesia,East Nusa Tenggara,2021-04-08,-28
Indonesia,East Nusa Tenggara,2021-04-09,-27
Indonesia,East Nusa Tenggara,2021-04-10,-23
Indonesia,East Nusa Tenggara,2021-04-11,-22
Indonesia,East Nusa Tenggara,2021-04-12,-16
Indonesia,East Nusa Tenggara,2021-04-13,-20
Indonesia,East Nusa Tenggara,2021-04-14,-17
Indonesia,East Nusa Tenggara,2021-04-15,-16
Indonesia,East Nusa Tenggara,2021-04-16,-17
Indonesia,East Nusa Tenggara,2021-04-17,-14
Indonesia,East Nusa Tenggara,2021-04-18,-21
Indonesia,East Nusa Tenggara,2021-04-19,-13
Indonesia,East Nusa Tenggara,2021-04-20,-12
Indonesia,East Nusa Tenggara,2021-04-21,-12
Indonesia,East Nusa Tenggara,2021-04-22,-12
Indonesia,East Nusa Tenggara,2021-04-23,-12
Indonesia,East Nusa Tenggara,2021-04-24,-11
Indonesia,East Nusa Tenggara,2021-04-25,-16
Indonesia,East Nusa Tenggara,2021-04-26,-11
Indonesia,East Nusa Tenggara,2021-04-27,-11
Indonesia,East Nusa Tenggara,2021-04-28,-9
Indonesia,East Nusa Tenggara,2021-04-29,-10
Indonesia,East Nusa Tenggara,2021-04-30,-9
Indonesia,East Nusa Tenggara,2021-05-01,-7
Indonesia,East Nusa Tenggara,2021-05-02,-10
Indonesia,East Nusa Tenggara,2021-05-03,-5
Indonesia,East Nusa Tenggara,2021-05-04,-5
Indonesia,East Nusa Tenggara,2021-05-05,-4
Indonesia,East Nusa Tenggara,2021-05-06,-5
Indonesia,East Nusa Tenggara,2021-05-07,-6
Indonesia,East Nusa Tenggara,2021-05-08,-3
Indonesia,East Nusa Tenggara,2021-05-09,-9
Indonesia,East Nusa Tenggara,2021-05-10,-3
Indonesia,East Nusa Tenggara,2021-05-11,3
Indonesia,East Nusa Tenggara,2021-05-12,3
Indonesia,East Nusa Tenggara,2021-05-13,-23
Indonesia,East Nusa Tenggara,2021-05-14,-18
Indonesia,East Nusa Tenggara,2021-05-15,-10
Indonesia,East Nusa Tenggara,2021-05-16,-12
Indonesia,East Nusa Tenggara,2021-05-17,-3
Indonesia,East Nusa Tenggara,2021-05-18,-4
Indonesia,East Nusa Tenggara,2021-05-19,-1
Indonesia,East Nusa Tenggara,2021-05-20,0
Indonesia,East Nusa Tenggara,2021-05-21,0
Indonesia,East Nusa Tenggara,2021-05-22,0
Indonesia,East Nusa Tenggara,2021-05-23,-7
Indonesia,East Nusa Tenggara,2021-05-24,-1
Indonesia,East Nusa Tenggara,2021-05-25,2
Indonesia,East Nusa Tenggara,2021-05-26,-3
Indonesia,East Nusa Tenggara,2021-05-27,2
Indonesia,East Nusa Tenggara,2021-05-28,3
Indonesia,East Nusa Tenggara,2021-05-29,6
Indonesia,East Nusa Tenggara,2021-05-30,-1
Indonesia,East Nusa Tenggara,2021-05-31,6
Indonesia,East Nusa Tenggara,2021-06-01,0
Indonesia,East Nusa Tenggara,2021-06-02,7
Indonesia,East Nusa Tenggara,2021-06-03,8
Indonesia,East Nusa Tenggara,2021-06-04,8
Indonesia,East Nusa Tenggara,2021-06-05,10
Indonesia,East Nusa Tenggara,2021-06-06,2
Indonesia,East Nusa Tenggara,2021-06-07,9
Indonesia,East Nusa Tenggara,2021-06-08,9
Indonesia,East Nusa Tenggara,2021-06-09,13
Indonesia,East Nusa Tenggara,2021-06-10,12
Indonesia,East Nusa Tenggara,2021-06-11,9
Indonesia,East Nusa Tenggara,2021-06-12,11
Indonesia,East Nusa Tenggara,2021-06-13,4
Indonesia,East Nusa Tenggara,2021-06-14,9
Indonesia,East Nusa Tenggara,2021-06-15,7
Indonesia,East Nusa Tenggara,2021-06-16,9
Indonesia,East Nusa Tenggara,2021-06-17,10
Indonesia,East Nusa Tenggara,2021-06-18,8
Indonesia,East Nusa Tenggara,2021-06-19,8
Indonesia,East Nusa Tenggara,2021-06-20,-1
Indonesia,East Nusa Tenggara,2021-06-21,5
Indonesia,East Nusa Tenggara,2021-06-22,3
Indonesia,East Nusa Tenggara,2021-06-23,6
Indonesia,East Nusa Tenggara,2021-06-24,6
Indonesia,East Nusa Tenggara,2021-06-25,5
Indonesia,East Nusa Tenggara,2021-06-26,4
Indonesia,East Nusa Tenggara,2021-06-27,-1
Indonesia,East Nusa Tenggara,2021-06-28,5
Indonesia,East Nusa Tenggara,2021-06-29,3
Indonesia,East Nusa Tenggara,2021-06-30,1
Indonesia,East Nusa Tenggara,2021-07-01,6
Indonesia,East Nusa Tenggara,2021-07-02,3
Indonesia,East Nusa Tenggara,2021-07-03,3
Indonesia,East Nusa Tenggara,2021-07-04,-5
Indonesia,East Nusa Tenggara,2021-07-05,2
Indonesia,East Nusa Tenggara,2021-07-06,-2
Indonesia,East Nusa Tenggara,2021-07-07,-5
Indonesia,East Nusa Tenggara,2021-07-08,-3
Indonesia,East Nusa Tenggara,2021-07-09,-7
Indonesia,East Nusa Tenggara,2021-07-10,-5
Indonesia,East Nusa Tenggara,2021-07-11,-15
Indonesia,East Nusa Tenggara,2021-07-12,-5
Indonesia,East Nusa Tenggara,2021-07-13,-7
Indonesia,East Nusa Tenggara,2021-07-14,-5
Indonesia,East Nusa Tenggara,2021-07-15,-6
Indonesia,East Nusa Tenggara,2021-07-16,-8
Indonesia,East Nusa Tenggara,2021-07-17,-8
Indonesia,East Nusa Tenggara,2021-07-18,-16
Indonesia,East Nusa Tenggara,2021-07-19,-2
Indonesia,East Nusa Tenggara,2021-07-20,-21
Indonesia,East Nusa Tenggara,2021-07-21,-10
Indonesia,East Nusa Tenggara,2021-07-22,-7
Indonesia,East Nusa Tenggara,2021-07-23,-8
Indonesia,East Nusa Tenggara,2021-07-24,-9
Indonesia,East Nusa Tenggara,2021-07-25,-16
Indonesia,East Nusa Tenggara,2021-07-26,-6
Indonesia,East Nusa Tenggara,2021-07-27,-8
Indonesia,East Nusa Tenggara,2021-07-28,-8
Indonesia,East Nusa Tenggara,2021-07-29,-7
Indonesia,East Nusa Tenggara,2021-07-30,-9
Indonesia,East Nusa Tenggara,2021-07-31,-10
Indonesia,East Nusa Tenggara,2021-08-01,-14
Indonesia,East Nusa Tenggara,2021-08-02,-6
Indonesia,East Nusa Tenggara,2021-08-03,-4
Indonesia,East Nusa Tenggara,2021-08-04,-3
Indonesia,East Nusa Tenggara,2021-08-05,-3
Indonesia,East Nusa Tenggara,2021-08-06,-5
Indonesia,East Nusa Tenggara,2021-08-07,-3
Indonesia,East Nusa Tenggara,2021-08-08,-11
Indonesia,Gorontalo,2020-02-15,-4
Indonesia,Gorontalo,2020-02-16,-4
Indonesia,Gorontalo,2020-02-17,-1
Indonesia,Gorontalo,2020-02-18,-6
Indonesia,Gorontalo,2020-02-19,-8
Indonesia,Gorontalo,2020-02-20,-3
Indonesia,Gorontalo,2020-02-21,-7
Indonesia,Gorontalo,2020-02-22,-7
Indonesia,Gorontalo,2020-02-23,-7
Indonesia,Gorontalo,2020-02-24,-4
Indonesia,Gorontalo,2020-02-25,-9
Indonesia,Gorontalo,2020-02-26,-5
Indonesia,Gorontalo,2020-02-27,5
Indonesia,Gorontalo,2020-02-28,0
Indonesia,Gorontalo,2020-02-29,5
Indonesia,Gorontalo,2020-03-01,3
Indonesia,Gorontalo,2020-03-02,-7
Indonesia,Gorontalo,2020-03-03,-3
Indonesia,Gorontalo,2020-03-04,-6
Indonesia,Gorontalo,2020-03-05,6
Indonesia,Gorontalo,2020-03-06,-12
Indonesia,Gorontalo,2020-03-07,4
Indonesia,Gorontalo,2020-03-08,2
Indonesia,Gorontalo,2020-03-09,-3
Indonesia,Gorontalo,2020-03-10,0
Indonesia,Gorontalo,2020-03-11,2
Indonesia,Gorontalo,2020-03-12,4
Indonesia,Gorontalo,2020-03-13,2
Indonesia,Gorontalo,2020-03-14,2
Indonesia,Gorontalo,2020-03-15,-2
Indonesia,Gorontalo,2020-03-16,0
Indonesia,Gorontalo,2020-03-17,-5
Indonesia,Gorontalo,2020-03-18,-5
Indonesia,Gorontalo,2020-03-19,-6
Indonesia,Gorontalo,2020-03-20,-10
Indonesia,Gorontalo,2020-03-21,-10
Indonesia,Gorontalo,2020-03-22,-19
Indonesia,Gorontalo,2020-03-23,-13
Indonesia,Gorontalo,2020-03-24,-19
Indonesia,Gorontalo,2020-03-25,-31
Indonesia,Gorontalo,2020-03-26,-22
Indonesia,Gorontalo,2020-03-27,-28
Indonesia,Gorontalo,2020-03-28,-32
Indonesia,Gorontalo,2020-03-29,-34
Indonesia,Gorontalo,2020-03-30,-28
Indonesia,Gorontalo,2020-03-31,-23
Indonesia,Gorontalo,2020-04-01,-32
Indonesia,Gorontalo,2020-04-02,-20
Indonesia,Gorontalo,2020-04-03,-25
Indonesia,Gorontalo,2020-04-04,-27
Indonesia,Gorontalo,2020-04-05,-30
Indonesia,Gorontalo,2020-04-06,-21
Indonesia,Gorontalo,2020-04-07,-22
Indonesia,Gorontalo,2020-04-08,-27
Indonesia,Gorontalo,2020-04-09,-20
Indonesia,Gorontalo,2020-04-10,-54
Indonesia,Gorontalo,2020-04-11,-48
Indonesia,Gorontalo,2020-04-12,-45
Indonesia,Gorontalo,2020-04-13,-29
Indonesia,Gorontalo,2020-04-14,-30
Indonesia,Gorontalo,2020-04-15,-31
Indonesia,Gorontalo,2020-04-16,-29
Indonesia,Gorontalo,2020-04-17,-30
Indonesia,Gorontalo,2020-04-18,-34
Indonesia,Gorontalo,2020-04-19,-39
Indonesia,Gorontalo,2020-04-20,-32
Indonesia,Gorontalo,2020-04-21,-28
Indonesia,Gorontalo,2020-04-22,-27
Indonesia,Gorontalo,2020-04-23,-23
Indonesia,Gorontalo,2020-04-24,-54
Indonesia,Gorontalo,2020-04-25,-51
Indonesia,Gorontalo,2020-04-26,-51
Indonesia,Gorontalo,2020-04-27,-40
Indonesia,Gorontalo,2020-04-28,-41
Indonesia,Gorontalo,2020-04-29,-43
Indonesia,Gorontalo,2020-04-30,-38
Indonesia,Gorontalo,2020-05-01,-44
Indonesia,Gorontalo,2020-05-02,-42
Indonesia,Gorontalo,2020-05-03,-45
Indonesia,Gorontalo,2020-05-04,-46
Indonesia,Gorontalo,2020-05-05,-47
Indonesia,Gorontalo,2020-05-06,-46
Indonesia,Gorontalo,2020-05-07,-47
Indonesia,Gorontalo,2020-05-08,-46
Indonesia,Gorontalo,2020-05-09,-46
Indonesia,Gorontalo,2020-05-10,-45
Indonesia,Gorontalo,2020-05-11,-38
Indonesia,Gorontalo,2020-05-12,-39
Indonesia,Gorontalo,2020-05-13,-38
Indonesia,Gorontalo,2020-05-14,-35
Indonesia,Gorontalo,2020-05-15,-33
Indonesia,Gorontalo,2020-05-16,-31
Indonesia,Gorontalo,2020-05-17,-29
Indonesia,Gorontalo,2020-05-18,-29
Indonesia,Gorontalo,2020-05-19,-21
Indonesia,Gorontalo,2020-05-20,-15
Indonesia,Gorontalo,2020-05-21,-12
Indonesia,Gorontalo,2020-05-22,-25
Indonesia,Gorontalo,2020-05-23,-28
Indonesia,Gorontalo,2020-05-24,-45
Indonesia,Gorontalo,2020-05-25,-47
Indonesia,Gorontalo,2020-05-26,-41
Indonesia,Gorontalo,2020-05-27,-35
Indonesia,Gorontalo,2020-05-28,-25
Indonesia,Gorontalo,2020-05-29,-30
Indonesia,Gorontalo,2020-05-30,-29
Indonesia,Gorontalo,2020-05-31,-37
Indonesia,Gorontalo,2020-06-01,-31
Indonesia,Gorontalo,2020-06-02,-29
Indonesia,Gorontalo,2020-06-03,-26
Indonesia,Gorontalo,2020-06-04,-22
Indonesia,Gorontalo,2020-06-05,-26
Indonesia,Gorontalo,2020-06-06,-26
Indonesia,Gorontalo,2020-06-07,-30
Indonesia,Gorontalo,2020-06-08,-19
Indonesia,Gorontalo,2020-06-09,-21
Indonesia,Gorontalo,2020-06-10,-21
Indonesia,Gorontalo,2020-06-11,-24
Indonesia,Gorontalo,2020-06-12,-24
Indonesia,Gorontalo,2020-06-13,-22
Indonesia,Gorontalo,2020-06-14,-21
Indonesia,Gorontalo,2020-06-15,-14
Indonesia,Gorontalo,2020-06-16,-15
Indonesia,Gorontalo,2020-06-17,-17
Indonesia,Gorontalo,2020-06-18,-14
Indonesia,Gorontalo,2020-06-19,-18
Indonesia,Gorontalo,2020-06-20,-19
Indonesia,Gorontalo,2020-06-21,-21
Indonesia,Gorontalo,2020-06-22,-12
Indonesia,Gorontalo,2020-06-23,-20
Indonesia,Gorontalo,2020-06-24,-23
Indonesia,Gorontalo,2020-06-25,-9
Indonesia,Gorontalo,2020-06-26,-22
Indonesia,Gorontalo,2020-06-27,-33
Indonesia,Gorontalo,2020-06-28,-13
Indonesia,Gorontalo,2020-06-29,-13
Indonesia,Gorontalo,2020-06-30,-8
Indonesia,Gorontalo,2020-07-01,-10
Indonesia,Gorontalo,2020-07-02,-2
Indonesia,Gorontalo,2020-07-03,-32
Indonesia,Gorontalo,2020-07-04,-6
Indonesia,Gorontalo,2020-07-05,-14
Indonesia,Gorontalo,2020-07-06,-1
Indonesia,Gorontalo,2020-07-07,-4
Indonesia,Gorontalo,2020-07-08,-7
Indonesia,Gorontalo,2020-07-09,-3
Indonesia,Gorontalo,2020-07-10,-9
Indonesia,Gorontalo,2020-07-11,-11
Indonesia,Gorontalo,2020-07-12,-4
Indonesia,Gorontalo,2020-07-13,-5
Indonesia,Gorontalo,2020-07-14,-17
Indonesia,Gorontalo,2020-07-15,-8
Indonesia,Gorontalo,2020-07-16,-10
Indonesia,Gorontalo,2020-07-17,-6
Indonesia,Gorontalo,2020-07-18,-12
Indonesia,Gorontalo,2020-07-19,-5
Indonesia,Gorontalo,2020-07-20,-6
Indonesia,Gorontalo,2020-07-21,-11
Indonesia,Gorontalo,2020-07-22,-11
Indonesia,Gorontalo,2020-07-23,-7
Indonesia,Gorontalo,2020-07-24,-13
Indonesia,Gorontalo,2020-07-25,-13
Indonesia,Gorontalo,2020-07-26,-16
Indonesia,Gorontalo,2020-07-27,-4
Indonesia,Gorontalo,2020-07-28,-9
Indonesia,Gorontalo,2020-07-29,-11
Indonesia,Gorontalo,2020-07-30,9
Indonesia,Gorontalo,2020-07-31,-48
Indonesia,Gorontalo,2020-08-01,-24
Indonesia,Gorontalo,2020-08-02,-26
Indonesia,Gorontalo,2020-08-03,-3
Indonesia,Gorontalo,2020-08-04,-6
Indonesia,Gorontalo,2020-08-05,-5
Indonesia,Gorontalo,2020-08-06,-1
Indonesia,Gorontalo,2020-08-07,-5
Indonesia,Gorontalo,2020-08-08,-3
Indonesia,Gorontalo,2020-08-09,-9
Indonesia,Gorontalo,2020-08-10,3
Indonesia,Gorontalo,2020-08-11,-3
Indonesia,Gorontalo,2020-08-12,4
Indonesia,Gorontalo,2020-08-13,7
Indonesia,Gorontalo,2020-08-14,3
Indonesia,Gorontalo,2020-08-15,3
Indonesia,Gorontalo,2020-08-16,-1
Indonesia,Gorontalo,2020-08-17,-4
Indonesia,Gorontalo,2020-08-18,-1
Indonesia,Gorontalo,2020-08-19,0
Indonesia,Gorontalo,2020-08-20,-3
Indonesia,Gorontalo,2020-08-21,-6
Indonesia,Gorontalo,2020-08-22,-5
Indonesia,Gorontalo,2020-08-23,-7
Indonesia,Gorontalo,2020-08-24,-2
Indonesia,Gorontalo,2020-08-25,-1
Indonesia,Gorontalo,2020-08-26,-4
Indonesia,Gorontalo,2020-08-27,-1
Indonesia,Gorontalo,2020-08-28,-1
Indonesia,Gorontalo,2020-08-29,0
Indonesia,Gorontalo,2020-08-30,-4
Indonesia,Gorontalo,2020-08-31,-6
Indonesia,Gorontalo,2020-09-01,2
Indonesia,Gorontalo,2020-09-02,-3
Indonesia,Gorontalo,2020-09-03,8
Indonesia,Gorontalo,2020-09-04,3
Indonesia,Gorontalo,2020-09-05,6
Indonesia,Gorontalo,2020-09-06,-1
Indonesia,Gorontalo,2020-09-07,-6
Indonesia,Gorontalo,2020-09-08,-2
Indonesia,Gorontalo,2020-09-09,3
Indonesia,Gorontalo,2020-09-10,7
Indonesia,Gorontalo,2020-09-11,-7
Indonesia,Gorontalo,2020-09-12,7
Indonesia,Gorontalo,2020-09-13,-5
Indonesia,Gorontalo,2020-09-14,9
Indonesia,Gorontalo,2020-09-15,3
Indonesia,Gorontalo,2020-09-16,3
Indonesia,Gorontalo,2020-09-17,4
Indonesia,Gorontalo,2020-09-18,-2
Indonesia,Gorontalo,2020-09-19,3
Indonesia,Gorontalo,2020-09-20,0
Indonesia,Gorontalo,2020-09-21,4
Indonesia,Gorontalo,2020-09-22,-2
Indonesia,Gorontalo,2020-09-23,-8
Indonesia,Gorontalo,2020-09-24,-6
Indonesia,Gorontalo,2020-09-25,-10
Indonesia,Gorontalo,2020-09-26,-1
Indonesia,Gorontalo,2020-09-27,-2
Indonesia,Gorontalo,2020-09-28,1
Indonesia,Gorontalo,2020-09-29,-8
Indonesia,Gorontalo,2020-09-30,0
Indonesia,Gorontalo,2020-10-01,4
Indonesia,Gorontalo,2020-10-02,4
Indonesia,Gorontalo,2020-10-03,5
Indonesia,Gorontalo,2020-10-04,5
Indonesia,Gorontalo,2020-10-05,4
Indonesia,Gorontalo,2020-10-06,-3
Indonesia,Gorontalo,2020-10-07,4
Indonesia,Gorontalo,2020-10-08,2
Indonesia,Gorontalo,2020-10-09,6
Indonesia,Gorontalo,2020-10-10,0
Indonesia,Gorontalo,2020-10-11,8
Indonesia,Gorontalo,2020-10-12,11
Indonesia,Gorontalo,2020-10-13,4
Indonesia,Gorontalo,2020-10-14,-2
Indonesia,Gorontalo,2020-10-15,6
Indonesia,Gorontalo,2020-10-16,3
Indonesia,Gorontalo,2020-10-17,-1
Indonesia,Gorontalo,2020-10-18,0
Indonesia,Gorontalo,2020-10-19,8
Indonesia,Gorontalo,2020-10-20,5
Indonesia,Gorontalo,2020-10-21,7
Indonesia,Gorontalo,2020-10-22,11
Indonesia,Gorontalo,2020-10-23,6
Indonesia,Gorontalo,2020-10-24,8
Indonesia,Gorontalo,2020-10-25,6
Indonesia,Gorontalo,2020-10-26,8
Indonesia,Gorontalo,2020-10-27,8
Indonesia,Gorontalo,2020-10-28,7
Indonesia,Gorontalo,2020-10-29,-1
Indonesia,Gorontalo,2020-10-30,-1
Indonesia,Gorontalo,2020-10-31,0
Indonesia,Gorontalo,2020-11-01,4
Indonesia,Gorontalo,2020-11-02,8
Indonesia,Gorontalo,2020-11-03,4
Indonesia,Gorontalo,2020-11-04,9
