country_region,sub_region_1,date,retail_and_recreation_percent_change_from_baseline
Indonesia,East Kalimantan,2020-10-04,-21
Indonesia,East Kalimantan,2020-10-05,-17
Indonesia,East Kalimantan,2020-10-06,-17
Indonesia,East Kalimantan,2020-10-07,-19
Indonesia,East Kalimantan,2020-10-08,-16
Indonesia,East Kalimantan,2020-10-09,-20
Indonesia,East Kalimantan,2020-10-10,-23
Indonesia,East Kalimantan,2020-10-11,-21
Indonesia,East Kalimantan,2020-10-12,-19
Indonesia,East Kalimantan,2020-10-13,-14
Indonesia,East Kalimantan,2020-10-14,-16
Indonesia,East Kalimantan,2020-10-15,-20
Indonesia,East Kalimantan,2020-10-16,-19
Indonesia,East Kalimantan,2020-10-17,-25
Indonesia,East Kalimantan,2020-10-18,-21
Indonesia,East Kalimantan,2020-10-19,-21
Indonesia,East Kalimantan,2020-10-20,-14
Indonesia,East Kalimantan,2020-10-21,-16
Indonesia,East Kalimantan,2020-10-22,-15
Indonesia,East Kalimantan,2020-10-23,-18
Indonesia,East Kalimantan,2020-10-24,-18
Indonesia,East Kalimantan,2020-10-25,-19
Indonesia,East Kalimantan,2020-10-26,-18
Indonesia,East Kalimantan,2020-10-27,-10
Indonesia,East Kalimantan,2020-10-28,-10
Indonesia,East Kalimantan,2020-10-29,-12
Indonesia,East Kalimantan,2020-10-30,-16
Indonesia,East Kalimantan,2020-10-31,-22
Indonesia,East Kalimantan,2020-11-01,-19
Indonesia,East Kalimantan,2020-11-02,-16
Indonesia,East Kalimantan,2020-11-03,-10
Indonesia,East Kalimantan,2020-11-04,-12
Indonesia,East Kalimantan,2020-11-05,-11
Indonesia,East Kalimantan,2020-11-06,-18
Indonesia,East Kalimantan,2020-11-07,-18
Indonesia,East Kalimantan,2020-11-08,-18
Indonesia,East Kalimantan,2020-11-09,-15
Indonesia,East Kalimantan,2020-11-10,-12
Indonesia,East Kalimantan,2020-11-11,-13
Indonesia,East Kalimantan,2020-11-12,-11
Indonesia,East Kalimantan,2020-11-13,-15
Indonesia,East Kalimantan,2020-11-14,-17
Indonesia,East Kalimantan,2020-11-15,-17
Indonesia,East Kalimantan,2020-11-16,-15
Indonesia,East Kalimantan,2020-11-17,-14
Indonesia,East Kalimantan,2020-11-18,-14
Indonesia,East Kalimantan,2020-11-19,-14
Indonesia,East Kalimantan,2020-11-20,-16
Indonesia,East Kalimantan,2020-11-21,-17
Indonesia,East Kalimantan,2020-11-22,-19
Indonesia,East Kalimantan,2020-11-23,-17
Indonesia,East Kalimantan,2020-11-24,-18
Indonesia,East Kalimantan,2020-11-25,-14
Indonesia,East Kalimantan,2020-11-26,-11
Indonesia,East Kalimantan,2020-11-27,-20
Indonesia,East Kalimantan,2020-11-28,-20
Indonesia,East Kalimantan,2020-11-29,-20
Indonesia,East Kalimantan,2020-11-30,-11
Indonesia,East Kalimantan,2020-12-01,-12
Indonesia,East Kalimantan,2020-12-02,-9
Indonesia,East Kalimantan,2020-12-03,-9
Indonesia,East Kalimantan,2020-12-04,-10
Indonesia,East Kalimantan,2020-12-05,-12
Indonesia,East Kalimantan,2020-12-06,-13
Indonesia,East Kalimantan,2020-12-07,-11
Indonesia,East Kalimantan,2020-12-08,-9
Indonesia,East Kalimantan,2020-12-09,-14
Indonesia,East Kalimantan,2020-12-10,-9
Indonesia,East Kalimantan,2020-12-11,-11
Indonesia,East Kalimantan,2020-12-12,-19
Indonesia,East Kalimantan,2020-12-13,-13
Indonesia,East Kalimantan,2020-12-14,-10
Indonesia,East Kalimantan,2020-12-15,-11
Indonesia,East Kalimantan,2020-12-16,-11
Indonesia,East Kalimantan,2020-12-17,-11
Indonesia,East Kalimantan,2020-12-18,-12
Indonesia,East Kalimantan,2020-12-19,-14
Indonesia,East Kalimantan,2020-12-20,-14
Indonesia,East Kalimantan,2020-12-21,-9
Indonesia,East Kalimantan,2020-12-22,-10
Indonesia,East Kalimantan,2020-12-23,-10
Indonesia,East Kalimantan,2020-12-24,-3
Indonesia,East Kalimantan,2020-12-25,-20
Indonesia,East Kalimantan,2020-12-26,-21
Indonesia,East Kalimantan,2020-12-27,-20
Indonesia,East Kalimantan,2020-12-28,-12
Indonesia,East Kalimantan,2020-12-29,-12
Indonesia,East Kalimantan,2020-12-30,-10
Indonesia,East Kalimantan,2020-12-31,-5
Indonesia,East Kalimantan,2021-01-01,-24
Indonesia,East Kalimantan,2021-01-02,-20
Indonesia,East Kalimantan,2021-01-03,-20
Indonesia,East Kalimantan,2021-01-04,-14
Indonesia,East Kalimantan,2021-01-05,-14
Indonesia,East Kalimantan,2021-01-06,-12
Indonesia,East Kalimantan,2021-01-07,-17
Indonesia,East Kalimantan,2021-01-08,-14
Indonesia,East Kalimantan,2021-01-09,-19
Indonesia,East Kalimantan,2021-01-10,-19
Indonesia,East Kalimantan,2021-01-11,-13
Indonesia,East Kalimantan,2021-01-12,-17
Indonesia,East Kalimantan,2021-01-13,-22
Indonesia,East Kalimantan,2021-01-14,-23
Indonesia,East Kalimantan,2021-01-15,-30
Indonesia,East Kalimantan,2021-01-16,-30
Indonesia,East Kalimantan,2021-01-17,-33
Indonesia,East Kalimantan,2021-01-18,-24
Indonesia,East Kalimantan,2021-01-19,-26
Indonesia,East Kalimantan,2021-01-20,-24
Indonesia,East Kalimantan,2021-01-21,-25
Indonesia,East Kalimantan,2021-01-22,-27
Indonesia,East Kalimantan,2021-01-23,-30
Indonesia,East Kalimantan,2021-01-24,-33
Indonesia,East Kalimantan,2021-01-25,-23
Indonesia,East Kalimantan,2021-01-26,-23
Indonesia,East Kalimantan,2021-01-27,-26
Indonesia,East Kalimantan,2021-01-28,-20
Indonesia,East Kalimantan,2021-01-29,-23
Indonesia,East Kalimantan,2021-01-30,-26
Indonesia,East Kalimantan,2021-01-31,-25
Indonesia,East Kalimantan,2021-02-01,-20
Indonesia,East Kalimantan,2021-02-02,-18
Indonesia,East Kalimantan,2021-02-03,-23
Indonesia,East Kalimantan,2021-02-04,-21
Indonesia,East Kalimantan,2021-02-05,-16
Indonesia,East Kalimantan,2021-02-06,-62
Indonesia,East Kalimantan,2021-02-07,-53
Indonesia,East Kalimantan,2021-02-08,-16
Indonesia,East Kalimantan,2021-02-09,-17
Indonesia,East Kalimantan,2021-02-10,-18
Indonesia,East Kalimantan,2021-02-11,-16
Indonesia,East Kalimantan,2021-02-12,-25
Indonesia,East Kalimantan,2021-02-13,-44
Indonesia,East Kalimantan,2021-02-14,-34
Indonesia,East Kalimantan,2021-02-15,-21
Indonesia,East Kalimantan,2021-02-16,-21
Indonesia,East Kalimantan,2021-02-17,-22
Indonesia,East Kalimantan,2021-02-18,-21
Indonesia,East Kalimantan,2021-02-19,-21
Indonesia,East Kalimantan,2021-02-20,-27
Indonesia,East Kalimantan,2021-02-21,-29
Indonesia,East Kalimantan,2021-02-22,-22
Indonesia,East Kalimantan,2021-02-23,-22
Indonesia,East Kalimantan,2021-02-24,-19
Indonesia,East Kalimantan,2021-02-25,-15
Indonesia,East Kalimantan,2021-02-26,-18
Indonesia,East Kalimantan,2021-02-27,-22
Indonesia,East Kalimantan,2021-02-28,-20
Indonesia,East Kalimantan,2021-03-01,-14
Indonesia,East Kalimantan,2021-03-02,-13
Indonesia,East Kalimantan,2021-03-03,-13
Indonesia,East Kalimantan,2021-03-04,-14
Indonesia,East Kalimantan,2021-03-05,-17
Indonesia,East Kalimantan,2021-03-06,-18
Indonesia,East Kalimantan,2021-03-07,-19
Indonesia,East Kalimantan,2021-03-08,-16
Indonesia,East Kalimantan,2021-03-09,-20
Indonesia,East Kalimantan,2021-03-10,-14
Indonesia,East Kalimantan,2021-03-11,-13
Indonesia,East Kalimantan,2021-03-12,-17
Indonesia,East Kalimantan,2021-03-13,-22
Indonesia,East Kalimantan,2021-03-14,-24
Indonesia,East Kalimantan,2021-03-15,-15
Indonesia,East Kalimantan,2021-03-16,-16
Indonesia,East Kalimantan,2021-03-17,-15
Indonesia,East Kalimantan,2021-03-18,-15
Indonesia,East Kalimantan,2021-03-19,-16
Indonesia,East Kalimantan,2021-03-20,-23
Indonesia,East Kalimantan,2021-03-21,-20
Indonesia,East Kalimantan,2021-03-22,-19
Indonesia,East Kalimantan,2021-03-23,-19
Indonesia,East Kalimantan,2021-03-24,-14
Indonesia,East Kalimantan,2021-03-25,-12
Indonesia,East Kalimantan,2021-03-26,-15
Indonesia,East Kalimantan,2021-03-27,-17
Indonesia,East Kalimantan,2021-03-28,-23
Indonesia,East Kalimantan,2021-03-29,-19
Indonesia,East Kalimantan,2021-03-30,-11
Indonesia,East Kalimantan,2021-03-31,-9
Indonesia,East Kalimantan,2021-04-01,-5
Indonesia,East Kalimantan,2021-04-02,-9
Indonesia,East Kalimantan,2021-04-03,-18
Indonesia,East Kalimantan,2021-04-04,-14
Indonesia,East Kalimantan,2021-04-05,-14
Indonesia,East Kalimantan,2021-04-06,-7
Indonesia,East Kalimantan,2021-04-07,-12
Indonesia,East Kalimantan,2021-04-08,-5
Indonesia,East Kalimantan,2021-04-09,-8
Indonesia,East Kalimantan,2021-04-10,-11
Indonesia,East Kalimantan,2021-04-11,-9
Indonesia,East Kalimantan,2021-04-12,-4
Indonesia,East Kalimantan,2021-04-13,-27
Indonesia,East Kalimantan,2021-04-14,-26
Indonesia,East Kalimantan,2021-04-15,-21
Indonesia,East Kalimantan,2021-04-16,-22
Indonesia,East Kalimantan,2021-04-17,-27
Indonesia,East Kalimantan,2021-04-18,-26
Indonesia,East Kalimantan,2021-04-19,-17
Indonesia,East Kalimantan,2021-04-20,-16
Indonesia,East Kalimantan,2021-04-21,-17
Indonesia,East Kalimantan,2021-04-22,-15
Indonesia,East Kalimantan,2021-04-23,-20
Indonesia,East Kalimantan,2021-04-24,-19
Indonesia,East Kalimantan,2021-04-25,-21
Indonesia,East Kalimantan,2021-04-26,-16
Indonesia,East Kalimantan,2021-04-27,-13
Indonesia,East Kalimantan,2021-04-28,-13
Indonesia,East Kalimantan,2021-04-29,-7
Indonesia,East Kalimantan,2021-04-30,-8
Indonesia,East Kalimantan,2021-05-01,-9
Indonesia,East Kalimantan,2021-05-02,-8
Indonesia,East Kalimantan,2021-05-03,-2
Indonesia,East Kalimantan,2021-05-04,0
Indonesia,East Kalimantan,2021-05-05,2
Indonesia,East Kalimantan,2021-05-06,0
Indonesia,East Kalimantan,2021-05-07,-1
Indonesia,East Kalimantan,2021-05-08,-6
Indonesia,East Kalimantan,2021-05-09,-4
Indonesia,East Kalimantan,2021-05-10,8
Indonesia,East Kalimantan,2021-05-11,11
Indonesia,East Kalimantan,2021-05-12,9
Indonesia,East Kalimantan,2021-05-13,-11
Indonesia,East Kalimantan,2021-05-14,-8
Indonesia,East Kalimantan,2021-05-15,-12
Indonesia,East Kalimantan,2021-05-16,-8
Indonesia,East Kalimantan,2021-05-17,0
Indonesia,East Kalimantan,2021-05-18,-3
Indonesia,East Kalimantan,2021-05-19,-7
Indonesia,East Kalimantan,2021-05-20,-1
Indonesia,East Kalimantan,2021-05-21,-8
Indonesia,East Kalimantan,2021-05-22,-10
Indonesia,East Kalimantan,2021-05-23,-15
Indonesia,East Kalimantan,2021-05-24,-6
Indonesia,East Kalimantan,2021-05-25,-4
Indonesia,East Kalimantan,2021-05-26,-1
Indonesia,East Kalimantan,2021-05-27,-2
Indonesia,East Kalimantan,2021-05-28,-2
Indonesia,East Kalimantan,2021-05-29,-8
Indonesia,East Kalimantan,2021-05-30,-6
Indonesia,East Kalimantan,2021-05-31,1
Indonesia,East Kalimantan,2021-06-01,5
Indonesia,East Kalimantan,2021-06-02,4
Indonesia,East Kalimantan,2021-06-03,5
Indonesia,East Kalimantan,2021-06-04,3
Indonesia,East Kalimantan,2021-06-05,-3
Indonesia,East Kalimantan,2021-06-06,-4
Indonesia,East Kalimantan,2021-06-07,-2
Indonesia,East Kalimantan,2021-06-08,5
Indonesia,East Kalimantan,2021-06-09,4
Indonesia,East Kalimantan,2021-06-10,4
Indonesia,East Kalimantan,2021-06-11,2
Indonesia,East Kalimantan,2021-06-12,-7
Indonesia,East Kalimantan,2021-06-13,-7
Indonesia,East Kalimantan,2021-06-14,1
Indonesia,East Kalimantan,2021-06-15,-1
Indonesia,East Kalimantan,2021-06-16,3
Indonesia,East Kalimantan,2021-06-17,3
Indonesia,East Kalimantan,2021-06-18,-6
Indonesia,East Kalimantan,2021-06-19,-6
Indonesia,East Kalimantan,2021-06-20,-11
Indonesia,East Kalimantan,2021-06-21,-1
Indonesia,East Kalimantan,2021-06-22,-2
Indonesia,East Kalimantan,2021-06-23,-4
Indonesia,East Kalimantan,2021-06-24,-4
Indonesia,East Kalimantan,2021-06-25,-7
Indonesia,East Kalimantan,2021-06-26,-7
Indonesia,East Kalimantan,2021-06-27,-11
Indonesia,East Kalimantan,2021-06-28,-3
Indonesia,East Kalimantan,2021-06-29,-3
Indonesia,East Kalimantan,2021-06-30,-6
Indonesia,East Kalimantan,2021-07-01,0
Indonesia,East Kalimantan,2021-07-02,-9
Indonesia,East Kalimantan,2021-07-03,-13
Indonesia,East Kalimantan,2021-07-04,-11
Indonesia,East Kalimantan,2021-07-05,-2
Indonesia,East Kalimantan,2021-07-06,-6
Indonesia,East Kalimantan,2021-07-07,-6
Indonesia,East Kalimantan,2021-07-08,-16
Indonesia,East Kalimantan,2021-07-09,-12
Indonesia,East Kalimantan,2021-07-10,-19
Indonesia,East Kalimantan,2021-07-11,-25
Indonesia,East Kalimantan,2021-07-12,-17
Indonesia,East Kalimantan,2021-07-13,-15
Indonesia,East Kalimantan,2021-07-14,-18
Indonesia,East Kalimantan,2021-07-15,-16
Indonesia,East Kalimantan,2021-07-16,-22
Indonesia,East Kalimantan,2021-07-17,-24
Indonesia,East Kalimantan,2021-07-18,-25
Indonesia,East Kalimantan,2021-07-19,-10
Indonesia,East Kalimantan,2021-07-20,-34
Indonesia,East Kalimantan,2021-07-21,-24
Indonesia,East Kalimantan,2021-07-22,-16
Indonesia,East Kalimantan,2021-07-23,-20
Indonesia,East Kalimantan,2021-07-24,-27
Indonesia,East Kalimantan,2021-07-25,-28
Indonesia,East Kalimantan,2021-07-26,-18
Indonesia,East Kalimantan,2021-07-27,-18
Indonesia,East Kalimantan,2021-07-28,-17
Indonesia,East Kalimantan,2021-07-29,-13
Indonesia,East Kalimantan,2021-07-30,-18
Indonesia,East Kalimantan,2021-07-31,-24
Indonesia,East Kalimantan,2021-08-01,-22
Indonesia,East Kalimantan,2021-08-02,-16
Indonesia,East Kalimantan,2021-08-03,-12
Indonesia,East Kalimantan,2021-08-04,-11
Indonesia,East Kalimantan,2021-08-05,-10
Indonesia,East Kalimantan,2021-08-06,-13
Indonesia,East Kalimantan,2021-08-07,-20
Indonesia,East Kalimantan,2021-08-08,-23
Indonesia,East Nusa Tenggara,2020-02-15,5
Indonesia,East Nusa Tenggara,2020-02-16,-2
Indonesia,East Nusa Tenggara,2020-02-17,-5
Indonesia,East Nusa Tenggara,2020-02-18,-4
Indonesia,East Nusa Tenggara,2020-02-19,-3
Indonesia,East Nusa Tenggara,2020-02-20,-4
Indonesia,East Nusa Tenggara,2020-02-21,-13
Indonesia,East Nusa Tenggara,2020-02-22,3
Indonesia,East Nusa Tenggara,2020-02-23,-2
Indonesia,East Nusa Tenggara,2020-02-24,-3
Indonesia,East Nusa Tenggara,2020-02-25,-1
Indonesia,East Nusa Tenggara,2020-02-26,-3
Indonesia,East Nusa Tenggara,2020-02-27,-3
Indonesia,East Nusa Tenggara,2020-02-28,-8
Indonesia,East Nusa Tenggara,2020-02-29,3
Indonesia,East Nusa Tenggara,2020-03-01,0
Indonesia,East Nusa Tenggara,2020-03-02,-2
Indonesia,East Nusa Tenggara,2020-03-03,-2
Indonesia,East Nusa Tenggara,2020-03-04,-1
Indonesia,East Nusa Tenggara,2020-03-05,1
Indonesia,East Nusa Tenggara,2020-03-06,-2
Indonesia,East Nusa Tenggara,2020-03-07,3
Indonesia,East Nusa Tenggara,2020-03-08,-4
Indonesia,East Nusa Tenggara,2020-03-09,0
Indonesia,East Nusa Tenggara,2020-03-10,2
Indonesia,East Nusa Tenggara,2020-03-11,0
Indonesia,East Nusa Tenggara,2020-03-12,1
Indonesia,East Nusa Tenggara,2020-03-13,-2
Indonesia,East Nusa Tenggara,2020-03-14,6
Indonesia,East Nusa Tenggara,2020-03-15,-1
Indonesia,East Nusa Tenggara,2020-03-16,-6
Indonesia,East Nusa Tenggara,2020-03-17,-4
Indonesia,East Nusa Tenggara,2020-03-18,-5
Indonesia,East Nusa Tenggara,2020-03-19,-5
Indonesia,East Nusa Tenggara,2020-03-20,-11
Indonesia,East Nusa Tenggara,2020-03-21,-13
Indonesia,East Nusa Tenggara,2020-03-22,-25
Indonesia,East Nusa Tenggara,2020-03-23,-26
Indonesia,East Nusa Tenggara,2020-03-24,-29
Indonesia,East Nusa Tenggara,2020-03-25,-39
Indonesia,East Nusa Tenggara,2020-03-26,-34
Indonesia,East Nusa Tenggara,2020-03-27,-36
Indonesia,East Nusa Tenggara,2020-03-28,-34
Indonesia,East Nusa Tenggara,2020-03-29,-38
Indonesia,East Nusa Tenggara,2020-03-30,-30
Indonesia,East Nusa Tenggara,2020-03-31,-31
Indonesia,East Nusa Tenggara,2020-04-01,-31
Indonesia,East Nusa Tenggara,2020-04-02,-30
Indonesia,East Nusa Tenggara,2020-04-03,-31
Indonesia,East Nusa Tenggara,2020-04-04,-29
Indonesia,East Nusa Tenggara,2020-04-05,-36
Indonesia,East Nusa Tenggara,2020-04-06,-28
Indonesia,East Nusa Tenggara,2020-04-07,-27
Indonesia,East Nusa Tenggara,2020-04-08,-29
Indonesia,East Nusa Tenggara,2020-04-09,-29
Indonesia,East Nusa Tenggara,2020-04-10,-58
Indonesia,East Nusa Tenggara,2020-04-11,-45
Indonesia,East Nusa Tenggara,2020-04-12,-50
Indonesia,East Nusa Tenggara,2020-04-13,-36
Indonesia,East Nusa Tenggara,2020-04-14,-39
Indonesia,East Nusa Tenggara,2020-04-15,-35
Indonesia,East Nusa Tenggara,2020-04-16,-38
Indonesia,East Nusa Tenggara,2020-04-17,-37
Indonesia,East Nusa Tenggara,2020-04-18,-35
Indonesia,East Nusa Tenggara,2020-04-19,-40
Indonesia,East Nusa Tenggara,2020-04-20,-34
Indonesia,East Nusa Tenggara,2020-04-21,-33
Indonesia,East Nusa Tenggara,2020-04-22,-33
Indonesia,East Nusa Tenggara,2020-04-23,-32
Indonesia,East Nusa Tenggara,2020-04-24,-37
Indonesia,East Nusa Tenggara,2020-04-25,-36
Indonesia,East Nusa Tenggara,2020-04-26,-41
Indonesia,East Nusa Tenggara,2020-04-27,-35
Indonesia,East Nusa Tenggara,2020-04-28,-35
Indonesia,East Nusa Tenggara,2020-04-29,-34
Indonesia,East Nusa Tenggara,2020-04-30,-34
Indonesia,East Nusa Tenggara,2020-05-01,-43
Indonesia,East Nusa Tenggara,2020-05-02,-37
Indonesia,East Nusa Tenggara,2020-05-03,-40
Indonesia,East Nusa Tenggara,2020-05-04,-34
Indonesia,East Nusa Tenggara,2020-05-05,-33
Indonesia,East Nusa Tenggara,2020-05-06,-32
Indonesia,East Nusa Tenggara,2020-05-07,-36
Indonesia,East Nusa Tenggara,2020-05-08,-30
Indonesia,East Nusa Tenggara,2020-05-09,-29
Indonesia,East Nusa Tenggara,2020-05-10,-35
Indonesia,East Nusa Tenggara,2020-05-11,-28
Indonesia,East Nusa Tenggara,2020-05-12,-31
Indonesia,East Nusa Tenggara,2020-05-13,-35
Indonesia,East Nusa Tenggara,2020-05-14,-35
Indonesia,East Nusa Tenggara,2020-05-15,-34
Indonesia,East Nusa Tenggara,2020-05-16,-34
Indonesia,East Nusa Tenggara,2020-05-17,-40
Indonesia,East Nusa Tenggara,2020-05-18,-31
Indonesia,East Nusa Tenggara,2020-05-19,-35
Indonesia,East Nusa Tenggara,2020-05-20,-24
Indonesia,East Nusa Tenggara,2020-05-21,-34
Indonesia,East Nusa Tenggara,2020-05-22,-31
Indonesia,East Nusa Tenggara,2020-05-23,-30
Indonesia,East Nusa Tenggara,2020-05-24,-40
Indonesia,East Nusa Tenggara,2020-05-25,-38
Indonesia,East Nusa Tenggara,2020-05-26,-31
Indonesia,East Nusa Tenggara,2020-05-27,-29
Indonesia,East Nusa Tenggara,2020-05-28,-29
Indonesia,East Nusa Tenggara,2020-05-29,-29
Indonesia,East Nusa Tenggara,2020-05-30,-27
Indonesia,East Nusa Tenggara,2020-05-31,-31
Indonesia,East Nusa Tenggara,2020-06-01,-30
Indonesia,East Nusa Tenggara,2020-06-02,-24
Indonesia,East Nusa Tenggara,2020-06-03,-23
Indonesia,East Nusa Tenggara,2020-06-04,-22
Indonesia,East Nusa Tenggara,2020-06-05,-23
Indonesia,East Nusa Tenggara,2020-06-06,-19
Indonesia,East Nusa Tenggara,2020-06-07,-25
Indonesia,East Nusa Tenggara,2020-06-08,-18
Indonesia,East Nusa Tenggara,2020-06-09,-20
Indonesia,East Nusa Tenggara,2020-06-10,-20
Indonesia,East Nusa Tenggara,2020-06-11,-19
Indonesia,East Nusa Tenggara,2020-06-12,-21
Indonesia,East Nusa Tenggara,2020-06-13,-18
Indonesia,East Nusa Tenggara,2020-06-14,-21
Indonesia,East Nusa Tenggara,2020-06-15,-14
Indonesia,East Nusa Tenggara,2020-06-16,-16
Indonesia,East Nusa Tenggara,2020-06-17,-18
Indonesia,East Nusa Tenggara,2020-06-18,-16
Indonesia,East Nusa Tenggara,2020-06-19,-18
Indonesia,East Nusa Tenggara,2020-06-20,-13
Indonesia,East Nusa Tenggara,2020-06-21,-20
Indonesia,East Nusa Tenggara,2020-06-22,-14
Indonesia,East Nusa Tenggara,2020-06-23,-15
Indonesia,East Nusa Tenggara,2020-06-24,-16
Indonesia,East Nusa Tenggara,2020-06-25,-16
Indonesia,East Nusa Tenggara,2020-06-26,-18
Indonesia,East Nusa Tenggara,2020-06-27,-15
Indonesia,East Nusa Tenggara,2020-06-28,-18
Indonesia,East Nusa Tenggara,2020-06-29,-14
Indonesia,East Nusa Tenggara,2020-06-30,-11
Indonesia,East Nusa Tenggara,2020-07-01,-11
Indonesia,East Nusa Tenggara,2020-07-02,-9
Indonesia,East Nusa Tenggara,2020-07-03,-8
Indonesia,East Nusa Tenggara,2020-07-04,-5
Indonesia,East Nusa Tenggara,2020-07-05,-11
Indonesia,East Nusa Tenggara,2020-07-06,-7
Indonesia,East Nusa Tenggara,2020-07-07,-6
Indonesia,East Nusa Tenggara,2020-07-08,-7
Indonesia,East Nusa Tenggara,2020-07-09,-5
Indonesia,East Nusa Tenggara,2020-07-10,-7
Indonesia,East Nusa Tenggara,2020-07-11,-1
Indonesia,East Nusa Tenggara,2020-07-12,-7
Indonesia,East Nusa Tenggara,2020-07-13,-5
Indonesia,East Nusa Tenggara,2020-07-14,-7
Indonesia,East Nusa Tenggara,2020-07-15,-6
Indonesia,East Nusa Tenggara,2020-07-16,-4
Indonesia,East Nusa Tenggara,2020-07-17,-6
Indonesia,East Nusa Tenggara,2020-07-18,-2
Indonesia,East Nusa Tenggara,2020-07-19,-8
Indonesia,East Nusa Tenggara,2020-07-20,-5
Indonesia,East Nusa Tenggara,2020-07-21,-7
Indonesia,East Nusa Tenggara,2020-07-22,-7
Indonesia,East Nusa Tenggara,2020-07-23,-8
Indonesia,East Nusa Tenggara,2020-07-24,-8
Indonesia,East Nusa Tenggara,2020-07-25,-2
Indonesia,East Nusa Tenggara,2020-07-26,-9
Indonesia,East Nusa Tenggara,2020-07-27,-7
Indonesia,East Nusa Tenggara,2020-07-28,-7
Indonesia,East Nusa Tenggara,2020-07-29,-7
Indonesia,East Nusa Tenggara,2020-07-30,-4
Indonesia,East Nusa Tenggara,2020-07-31,-19
Indonesia,East Nusa Tenggara,2020-08-01,-8
Indonesia,East Nusa Tenggara,2020-08-02,-9
Indonesia,East Nusa Tenggara,2020-08-03,-6
Indonesia,East Nusa Tenggara,2020-08-04,-6
Indonesia,East Nusa Tenggara,2020-08-05,-3
Indonesia,East Nusa Tenggara,2020-08-06,-2
Indonesia,East Nusa Tenggara,2020-08-07,-4
Indonesia,East Nusa Tenggara,2020-08-08,1
Indonesia,East Nusa Tenggara,2020-08-09,-4
Indonesia,East Nusa Tenggara,2020-08-10,-1
Indonesia,East Nusa Tenggara,2020-08-11,0
Indonesia,East Nusa Tenggara,2020-08-12,1
Indonesia,East Nusa Tenggara,2020-08-13,1
Indonesia,East Nusa Tenggara,2020-08-14,1
Indonesia,East Nusa Tenggara,2020-08-15,7
Indonesia,East Nusa Tenggara,2020-08-16,1
Indonesia,East Nusa Tenggara,2020-08-17,-13
Indonesia,East Nusa Tenggara,2020-08-18,-1
Indonesia,East Nusa Tenggara,2020-08-19,2
Indonesia,East Nusa Tenggara,2020-08-20,-4
Indonesia,East Nusa Tenggara,2020-08-21,-6
Indonesia,East Nusa Tenggara,2020-08-22,-2
Indonesia,East Nusa Tenggara,2020-08-23,-6
Indonesia,East Nusa Tenggara,2020-08-24,-2
Indonesia,East Nusa Tenggara,2020-08-25,-2
Indonesia,East Nusa Tenggara,2020-08-26,-2
Indonesia,East Nusa Tenggara,2020-08-27,-1
Indonesia,East Nusa Tenggara,2020-08-28,-2
Indonesia,East Nusa Tenggara,2020-08-29,2
Indonesia,East Nusa Tenggara,2020-08-30,-2
Indonesia,East Nusa Tenggara,2020-08-31,-1
Indonesia,East Nusa Tenggara,2020-09-01,0
Indonesia,East Nusa Tenggara,2020-09-02,1
Indonesia,East Nusa Tenggara,2020-09-03,2
Indonesia,East Nusa Tenggara,2020-09-04,2
Indonesia,East Nusa Tenggara,2020-09-05,8
Indonesia,East Nusa Tenggara,2020-09-06,3
Indonesia,East Nusa Tenggara,2020-09-07,4
Indonesia,East Nusa Tenggara,2020-09-08,1
Indonesia,East Nusa Tenggara,2020-09-09,2
Indonesia,East Nusa Tenggara,2020-09-10,2
Indonesia,East Nusa Tenggara,2020-09-11,3
Indonesia,East Nusa Tenggara,2020-09-12,6
Indonesia,East Nusa Tenggara,2020-09-13,0
Indonesia,East Nusa Tenggara,2020-09-14,1
Indonesia,East Nusa Tenggara,2020-09-15,0
Indonesia,East Nusa Tenggara,2020-09-16,1
Indonesia,East Nusa Tenggara,2020-09-17,-1
Indonesia,East Nusa Tenggara,2020-09-18,-3
Indonesia,East Nusa Tenggara,2020-09-19,0
Indonesia,East Nusa Tenggara,2020-09-20,-5
Indonesia,East Nusa Tenggara,2020-09-21,-5
Indonesia,East Nusa Tenggara,2020-09-22,-5
Indonesia,East Nusa Tenggara,2020-09-23,-11
Indonesia,East Nusa Tenggara,2020-09-24,-13
Indonesia,East Nusa Tenggara,2020-09-25,-14
Indonesia,East Nusa Tenggara,2020-09-26,-10
Indonesia,East Nusa Tenggara,2020-09-27,-17
Indonesia,East Nusa Tenggara,2020-09-28,-13
Indonesia,East Nusa Tenggara,2020-09-29,-14
Indonesia,East Nusa Tenggara,2020-09-30,-12
Indonesia,East Nusa Tenggara,2020-10-01,-11
Indonesia,East Nusa Tenggara,2020-10-02,-8
Indonesia,East Nusa Tenggara,2020-10-03,-5
Indonesia,East Nusa Tenggara,2020-10-04,-10
Indonesia,East Nusa Tenggara,2020-10-05,-6
Indonesia,East Nusa Tenggara,2020-10-06,-7
Indonesia,East Nusa Tenggara,2020-10-07,-4
Indonesia,East Nusa Tenggara,2020-10-08,-6
Indonesia,East Nusa Tenggara,2020-10-09,-10
Indonesia,East Nusa Tenggara,2020-10-10,-3
Indonesia,East Nusa Tenggara,2020-10-11,-8
Indonesia,East Nusa Tenggara,2020-10-12,-4
Indonesia,East Nusa Tenggara,2020-10-13,-5
Indonesia,East Nusa Tenggara,2020-10-14,-3
Indonesia,East Nusa Tenggara,2020-10-15,-3
